file,corner_index,x,y,real_x,real_y
57x400y.jpg,40,1590.0009765625,1393.80859375,132.0,430.0
57x400y.jpg,41,1661.409423828125,1395.7061767578125,147.0,430.0
57x400y.jpg,42,1732.95458984375,1395.5826416015625,162.0,430.0
57x400y.jpg,43,1804.560546875,1395.837158203125,177.0,430.0
57x400y.jpg,44,1875.3204345703125,1395.540771484375,192.0,430.0
57x400y.jpg,45,1306.0,1436.0,72.0,415.0
57x400y.jpg,46,1376.0,1435.0,87.0,415.0
57x400y.jpg,47,1451.3790283203125,1437.6304931640625,102.0,415.0
57x400y.jpg,48,1524.345947265625,1438.2225341796875,117.0,415.0
57x400y.jpg,49,1598.30078125,1438.99609375,132.0,415.0
57x400y.jpg,50,1671.4400634765625,1438.310302734375,147.0,415.0
57x400y.jpg,51,1744.955322265625,1438.8795166015625,162.0,415.0
57x400y.jpg,52,1818.4837646484375,1439.6219482421875,177.0,415.0
57x400y.jpg,53,1891.898193359375,1437.9813232421875,192.0,415.0
88.9x800y.jpg,0,1400.13134765625,710.5113525390625,103.9,890.0
88.9x800y.jpg,1,1438.5167236328125,710.5457153320312,118.9,890.0
88.9x800y.jpg,2,1477.3062744140625,710.9928588867188,133.9,890.0
88.9x800y.jpg,3,1515.5137939453125,711.44140625,148.9,890.0
88.9x800y.jpg,4,1554.6376953125,712.1021118164062,163.9,890.0
88.9x800y.jpg,5,1593.2276611328125,712.551025390625,178.9,890.0
88.9x800y.jpg,6,1631.9097900390625,712.8772583007812,193.9,890.0
88.9x800y.jpg,7,1670.4349365234375,712.9461059570312,208.9,890.0
88.9x800y.jpg,8,1708.57958984375,712.7652587890625,223.9,890.0
88.9x800y.jpg,9,1400.748046875,722.5772094726562,103.9,875.0
88.9x800y.jpg,10,1439.9822998046875,722.5770263671875,118.9,875.0
88.9x800y.jpg,11,1479.291015625,723.8414916992188,133.9,875.0
88.9x800y.jpg,12,1518.54931640625,723.4918212890625,148.9,875.0
88.9x800y.jpg,13,1557.4371337890625,724.4541015625,163.9,875.0
88.9x800y.jpg,14,1597.1444091796875,724.4928588867188,178.9,875.0
88.9x800y.jpg,15,1636.221923828125,725.1180419921875,193.9,875.0
88.9x800y.jpg,16,1675.2298583984375,725.390869140625,208.9,875.0
88.9x800y.jpg,17,1714.5498046875,725.1389770507812,223.9,875.0
88.9x800y.jpg,18,1401.4862060546875,735.358154296875,103.9,860.0
88.9x800y.jpg,19,1441.390625,735.779541015625,118.9,860.0
88.9x800y.jpg,20,1481.6109619140625,736.3816528320312,133.9,860.0
88.9x800y.jpg,21,1521.5643310546875,737.0238037109375,148.9,860.0
88.9x800y.jpg,22,1560.8006591796875,736.6643676757812,163.9,860.0
88.9x800y.jpg,23,1600.6943359375,737.6986083984375,178.9,860.0
88.9x800y.jpg,24,1640.983154296875,738.0347900390625,193.9,860.0
88.9x800y.jpg,25,1680.518798828125,738.0935668945312,208.9,860.0
88.9x800y.jpg,26,1720.1441650390625,738.4841918945312,223.9,860.0
88.9x800y.jpg,27,1402.711181640625,748.3719482421875,103.9,845.0
88.9x800y.jpg,28,1443.2728271484375,749.03662109375,118.9,845.0
88.9x800y.jpg,29,1483.6888427734375,749.58642578125,133.9,845.0
88.9x800y.jpg,30,1523.7537841796875,749.456787109375,148.9,845.0
88.9x800y.jpg,31,1564.4969482421875,751.22216796875,163.9,845.0
88.9x800y.jpg,32,1605.0673828125,750.5589599609375,178.9,845.0
88.9x800y.jpg,33,1645.3704833984375,751.5306396484375,193.9,845.0
88.9x800y.jpg,34,1686.025146484375,751.592529296875,208.9,845.0
88.9x800y.jpg,35,1726.3839111328125,751.3463745117188,223.9,845.0
88.9x800y.jpg,36,1403.5968017578125,762.4990234375,103.9,830.0
88.9x800y.jpg,37,1444.9525146484375,762.9324951171875,118.9,830.0
88.9x800y.jpg,38,1486.0682373046875,763.3751831054688,133.9,830.0
88.9x800y.jpg,39,1527.6112060546875,764.1453857421875,148.9,830.0
88.9x800y.jpg,40,1568.4810791015625,764.0565795898438,163.9,830.0
88.9x800y.jpg,41,1609.4598388671875,764.9970703125,178.9,830.0
88.9x800y.jpg,42,1650.7799072265625,765.5415649414062,193.9,830.0
88.9x800y.jpg,43,1691.5928955078125,765.5267944335938,208.9,830.0
88.9x800y.jpg,44,1732.5223388671875,765.5460815429688,223.9,830.0
88.9x800y.jpg,45,1404.6170654296875,777.4495239257812,103.9,815.0
88.9x800y.jpg,46,1446.9207763671875,777.5326538085938,118.9,815.0
88.9x800y.jpg,47,1488.4776611328125,778.0145263671875,133.9,815.0
88.9x800y.jpg,48,1530.0576171875,778.4261474609375,148.9,815.0
88.9x800y.jpg,49,1572.47607421875,778.9740600585938,163.9,815.0
88.9x800y.jpg,50,1613.828369140625,778.4391479492188,178.9,815.0
88.9x800y.jpg,51,1655.783935546875,779.4894409179688,193.9,815.0
88.9x800y.jpg,52,1697.3427734375,779.5192260742188,208.9,815.0
88.9x800y.jpg,53,1739.3201904296875,779.5736694335938,223.9,815.0
