Time,Seconds_Mid,LeftHeel_Dist,RightHeel_Dist,LeftToe_Dist,RightToe_Dist,noStep
11:42:49.AM,42169,32.6291834663047,32.3237074274254,31.7638671388237,31.7102502017217,1
11:42:49.AM,42169.033,32.9825481628014,33.1450894574859,32.3223808210167,32.549485832074,1
11:42:49.AM,42169.066,32.9635251285259,32.7237243044867,32.1641402556413,32.4620745742441,1
11:42:49.AM,42169.099,32.9337956921186,32.7181063555249,32.0983790101337,32.4078584261138,1
11:42:49.AM,42169.132,32.9050420411312,32.5065287003102,32.0598066469193,32.3852515703709,1
11:42:49.AM,42169.165,32.8829081216778,32.4208531554801,32.0354684404049,32.3580425615374,1
11:42:49.AM,42169.198,32.8657487499737,32.3504055062846,32.0192726421805,32.2739429386236,1
11:42:49.AM,42169.231,32.8604290190973,32.3209467751703,32.0081908141419,32.2205296206097,1
11:42:49.AM,42169.264,32.8586229484685,32.2726332457583,32.0002351692185,32.167268262917,1
11:42:49.AM,42169.297,32.8521124004954,32.2774733705469,31.9946003997095,32.1634713194183,1
11:42:49.AM,42169.33,32.8126281397388,32.2349400164328,31.9900233680639,32.1430076377994,1
11:42:49.AM,42169.363,32.7892485397547,32.2140335211263,31.9865536133644,32.1230521082104,1
11:42:49.AM,42169.396,32.7725884129094,32.222682233179,31.9838344153609,32.1103353269844,1
11:42:49.AM,42169.429,32.7547997311198,32.213151806621,31.9823064415904,32.0967067520428,1
11:42:49.AM,42169.462,32.7492195601891,32.2362083582245,31.9807691591981,32.0831179091923,1
11:42:49.AM,42169.495,32.745197636358,32.2506867813731,31.9804037606765,32.0769383667942,1
11:42:49.AM,42169.528,32.7411931544297,32.279057658688,31.9792950146832,32.0735596081416,1
11:42:49.AM,42169.561,32.7351280661014,32.2932684685362,31.9734973605132,32.0600467201742,1
11:42:49.AM,42169.594,32.7206202533346,32.3002933222643,31.9643751406458,32.0285184452735,1
11:42:49.AM,42169.627,32.7115147711579,32.3144901230845,31.9633650186702,32.0178124205135,1
11:42:49.AM,42169.66,32.7111790880961,32.3068247902872,31.9650548837085,32.0139107099613,1
11:42:49.AM,42169.693,32.7130896088153,32.3053936546501,31.9646489226771,32.0091768617797,1
11:42:49.AM,42169.726,32.7141362907139,32.3052362532937,31.9645419268596,31.9931565433555,1
11:42:49.AM,42169.759,32.7133397533007,32.3051238246636,31.9665907026513,31.9889833105502,1
11:42:49.AM,42169.792,32.7139091749739,32.3015698647979,31.9661374953049,31.9781548479148,1
11:42:49.AM,42169.825,32.7174067672074,32.2429067429191,31.9678591199523,31.9681455502601,1
11:42:50.AM,42170,32.7231954349356,32.248661796573,31.9677080378373,31.9621158256446,1
11:42:50.AM,42170.033,32.7253230553201,32.2010122244823,31.9674766960302,31.9560914498003,1
11:42:50.AM,42170.066,32.7257841848892,32.2011095868698,31.9681927645245,31.9527656160001,1
11:42:50.AM,42170.099,32.7251007294942,32.1972602170216,31.9686176989852,31.9496086601441,1
11:42:50.AM,42170.132,32.7207338560012,32.1956549805523,31.9681549931022,31.9457403268117,1
11:42:50.AM,42170.165,32.7206186069248,32.1269192581119,31.9639393016146,31.9434489913869,1
11:42:50.AM,42170.198,32.7210829008633,32.1216589478377,31.9611970841011,31.941211396415,1
11:42:50.AM,42170.231,32.6879016197658,32.1578985211814,31.9353674266484,31.9332675597485,1
11:42:50.AM,42170.264,32.6765934944744,32.1830163717875,31.9315212773806,31.9276917250775,1
11:42:50.AM,42170.297,32.6653914136243,32.1849584299765,31.9229621455116,31.9261281293658,1
11:42:50.AM,42170.33,32.6538113966002,32.1715408629125,31.9227785151409,31.9358135061288,1
11:42:50.AM,42170.363,32.6408841281185,32.1891813567025,31.9180723121146,31.9353218769583,1
11:42:50.AM,42170.396,32.6438749098409,32.2014703115078,31.9147008046548,31.9336774603927,1
11:42:50.AM,42170.429,32.6406956856953,32.2118644596685,31.9062068503827,31.9328278309294,1
11:42:50.AM,42170.462,32.6500859614577,32.2122829163494,31.9088850469404,31.9323991066274,1
11:42:50.AM,42170.495,32.6548576837488,32.212910621127,31.9097961721115,31.916956767223,1
11:42:50.AM,42170.528,32.6387163483913,32.2130767352643,31.8690972462418,31.916642984806,1
11:42:50.AM,42170.561,32.6388064621685,32.2119203597604,31.8619715126358,31.9153063386777,1
11:42:50.AM,42170.594,32.6389014917652,32.2226135114698,31.860753440094,31.9149831752632,1
11:42:50.AM,42170.627,32.6338541966342,32.2177302029996,31.8499542255496,31.9173756760666,1
11:42:50.AM,42170.66,32.634363608253,32.2300354989454,31.8368231018185,31.9124310345732,1
11:42:50.AM,42170.693,32.6501285894164,32.2242613125648,31.8282553408703,31.9115777948621,1
11:42:50.AM,42170.726,32.6463072577878,32.2253817827305,31.8283474100129,31.909915359167,1
11:42:50.AM,42170.759,32.6587367291556,32.2330544764783,31.8262127870174,31.9099655434484,1
11:42:50.AM,42170.792,32.6751337158222,32.2419210936153,31.8263906616726,31.9097193282831,1
11:42:50.AM,42170.825,32.6818030942786,32.2390476832056,31.8280415551905,31.9122804596474,1
11:42:50.AM,42170.858,32.6649302917899,32.2418346920775,31.8223577491439,31.9130035455571,1
11:42:50.AM,42170.891,32.6592288495148,32.2436508188221,31.8095229871917,31.913637252153,1
11:42:50.AM,42170.924,32.6363686449059,32.2440780774474,31.7996001175353,31.9146945298073,1
11:42:50.AM,42170.957,32.6175006163542,32.2457552136328,31.7922926939337,31.9158130591269,1
11:42:51.AM,42171,32.6105982151465,32.2385309699621,31.793368668179,31.9157189303104,1
