Time,Seconds_Mid,LeftHeel_Dist,RightHeel_Dist,LeftToe_Dist,RightToe_Dist,noStep
11:34:27.AM,41667,32.191781367535,32.1623387786128,31.6137801082066,31.4791130843211,1
11:34:27.AM,41667.033,33.1508353018171,33.4370149197372,32.4439003353755,32.7533871259008,1
11:34:27.AM,41667.066,33.11852713,33.1004997461156,31.9846800222575,32.0697967395862,1
11:34:27.AM,41667.099,32.9321565263396,32.8765195094725,31.8952931579084,32.0132841861654,1
11:34:27.AM,41667.132,32.804634025572,32.7326810676681,31.8818868980201,31.9038956945246,1
11:34:27.AM,41667.165,32.7430036951512,32.6613986224221,31.8626684788697,31.8802617996752,1
11:34:27.AM,41667.198,32.733645191001,32.6102275986546,31.8370623082758,31.8233293538996,1
11:34:27.AM,41667.231,32.6953389286365,32.6013032887595,31.8179594510173,31.7891688334369,1
11:34:27.AM,41667.264,32.6695881580006,32.5658922769042,31.80728814312,31.7677289788734,1
11:34:27.AM,41667.297,32.6414294794049,32.5618601048914,31.794168719966,31.7547333835307,1
11:34:27.AM,41667.33,32.5976426981538,32.5395263726386,31.791217909311,31.7474219319074,1
11:34:27.AM,41667.363,32.5651238620212,32.5374150202736,31.7768381857266,31.7414086063962,1
11:34:27.AM,41667.396,32.5461184020434,32.5232854696695,31.7572178984313,31.7328425848224,1
11:34:27.AM,41667.429,32.5248281709868,32.5142639915344,31.751122591195,31.7289633960064,1
11:34:27.AM,41667.462,32.5223660356309,32.510068822309,31.7317448976309,31.664537989411,1
11:34:27.AM,41667.495,32.5118243254579,32.5060194761633,31.7059849699168,31.6531349746371,1
11:34:28.AM,41668,32.4649747619522,32.5010142465747,31.7038116578269,31.654297684191,1
11:34:28.AM,41668.033,32.447879327841,32.4974285131651,31.6870846730968,31.653405400356,1
11:34:28.AM,41668.066,32.4246547084314,32.4953883642157,31.6824601990839,31.6518913795134,1
11:34:28.AM,41668.099,32.4045654416681,32.4932504131291,31.6814332258976,31.6514223823447,1
11:34:28.AM,41668.132,32.3988951576296,32.4897402639254,31.6792784753914,31.6585764343085,1
11:34:28.AM,41668.165,32.3957387284875,32.47959486019,31.6737352767108,31.6630871441383,1
11:34:28.AM,41668.198,32.3863768310492,32.4710495350601,31.6717054336545,31.7153052827627,1
11:34:28.AM,41668.231,32.3740514129171,32.4470553901681,31.6700107765782,31.7078289863837,1
11:34:28.AM,41668.264,32.3684090240897,32.4382158411845,31.6687490747003,31.7069858940559,1
11:34:28.AM,41668.297,32.3312800545421,32.4150142236857,31.6590838461234,31.6601354002787,1
11:34:28.AM,41668.33,32.3289656173397,32.4044199437444,31.6588637619557,31.7016325049005,1
11:34:28.AM,41668.363,32.3175350356842,32.3940784463181,31.6602546214445,31.6993417955393,1
11:34:28.AM,41668.396,32.3164614346004,32.3896704705634,31.6602882480844,31.7074779481195,1
11:34:28.AM,41668.429,32.2852744990558,32.3587355523631,31.6600880177492,31.7014731408274,1
11:34:28.AM,41668.462,32.2606516150629,32.3585585633053,31.6703717176946,31.6930765433798,1
11:34:28.AM,41668.495,32.2604534726114,32.358491594962,31.6719012176323,31.6878195659251,1
11:34:28.AM,41668.528,32.2603916526493,32.3589779188019,31.6681817229289,31.6669461570196,1
11:34:28.AM,41668.561,32.2645087295863,32.3802289506842,31.654771347805,31.5984802942535,1
11:34:28.AM,41668.594,32.2681367865149,32.3817984411526,31.6599198873014,31.5977250474972,1
11:34:28.AM,41668.627,32.3135193267411,32.3741567471246,31.6579177394594,31.5608078376478,1
11:34:28.AM,41668.66,32.3134239157194,32.3789597351188,31.6570573497507,31.6137007890134,1
11:34:28.AM,41668.693,32.3635069915781,32.3796557961153,31.6648667024929,31.538530401482,1
11:34:28.AM,41668.726,32.3788192492615,32.3976852558462,31.6644707187114,31.543909477312,1
11:34:28.AM,41668.759,32.3992963465143,32.388387758776,31.660847683244,31.5193410555602,1
11:34:28.AM,41668.792,32.4008276659267,32.3945034884112,31.6632598934598,31.5513292957929,1
11:34:28.AM,41668.825,32.3996735687523,32.4036509043289,31.6606489745736,31.5707874503322,1
11:34:28.AM,41668.858,32.3971099039594,32.4033391416723,31.6605618492262,31.6037664776054,1
11:34:28.AM,41668.891,32.3971035112719,32.3883126840508,31.6492578369693,31.5675149471496,1
11:34:28.AM,41668.924,32.3964434794506,32.3903014794974,31.6653957150996,31.5740879785066,1
11:34:28.AM,41668.957,32.3961366454462,32.390116168073,31.6665164833354,31.5880850198729,1
11:34:29.AM,41669,32.3521754557731,32.3839397641513,31.6078842166435,31.5752754807676,1
11:34:29.AM,41669.033,32.3333257495676,32.3588471680491,31.6152402342082,31.561397296198,1
11:34:29.AM,41669.066,32.323449828943,32.3375373280281,31.6302475215734,31.5483309056928,1
11:34:29.AM,41669.099,32.3154944575456,32.3400743419091,31.630647253834,31.5457808107878,1
11:34:29.AM,41669.132,32.3078178868649,32.3419841253811,31.6282947718188,31.5156622460181,1
11:34:29.AM,41669.165,32.3343638168517,32.3521403904962,31.6568525745045,31.4985170615787,1
11:34:29.AM,41669.198,32.3345102978045,32.3548916447216,31.6563589850177,31.4991299973774,1
11:34:29.AM,41669.231,32.3216201232976,32.3582444522109,31.6556957953729,31.4982219525813,1
11:34:29.AM,41669.264,32.3219987763378,32.3423329751659,31.6589600484144,31.4962789070548,1
11:34:29.AM,41669.297,32.3418551005962,32.3622374514676,31.6697614871548,31.4982522199243,1
11:34:29.AM,41669.33,32.3596890932697,32.3623363317782,31.6718706262312,31.5072819695996,1
