Time,Seconds_Mid,LeftHeel_Dist,RightHeel_Dist,LeftToe_Dist,RightToe_Dist,noStep,
11:41:59.AM,42119.132,15.8357120082005,16.249815721278,15.7721773874997,16.4350293241253,0,
11:41:59.AM,42119.165,15.9863275839079,16.2846069193585,15.7625226092335,16.3730842687352,0,
11:41:59.AM,42119.198,16.2245955405502,16.290368055642,15.792630912264,16.3761545344403,0,
11:41:59.AM,42119.231,16.647540341653,16.035737760934,15.8422943723742,16.1120799567479,0,
11:41:59.AM,42119.264,16.8643118680356,16.0428564791632,16.0391509252519,16.1570508688785,0,
11:41:59.AM,42119.297,16.9439065830784,16.0761211390274,16.0841406003142,16.1594723485271,0,
11:41:59.AM,42119.33,17.0910815057447,16.0806679344898,16.1802817017955,16.1750154182145,0,
11:41:59.AM,42119.363,16.9434976624132,16.0860544515178,16.2830755740927,16.2399548584969,0,
11:41:59.AM,42119.396,16.8635659359779,16.1272227078624,16.3669371048344,16.2532986609822,0,
11:41:59.AM,42119.429,16.8441511861425,16.181929032467,16.5262993033164,16.4132671531715,0,
11:41:59.AM,42119.462,16.764273464239,16.2685795373041,16.6886548664541,16.6078673269515,0,
11:41:59.AM,42119.495,16.7052860972375,16.2860929221344,16.8088977503858,16.6167920818848,0,
11:41:59.AM,42119.528,16.6773264630483,16.2997381190362,16.9574215389252,16.6390684507997,0,
11:41:59.AM,42119.561,16.6879690987375,16.2989226846921,17.1428732535316,16.6288315496878,0,
11:41:59.AM,42119.594,16.6926152924774,16.3152057177923,17.2629448132566,16.6310874128077,0,
11:41:59.AM,42119.627,16.7741082936919,16.3141664198403,17.4047015719772,16.6082234914407,0,
11:41:59.AM,42119.66,16.8134511447756,16.3195416900731,17.3002435126326,16.6009919011877,0,
11:41:59.AM,42119.693,16.8364678496898,16.3452189953648,17.2435528881753,16.5986248166488,0,
11:41:59.AM,42119.726,16.8416604278658,16.4253379857789,17.1908137465896,16.5301363371745,0,
11:41:59.AM,42119.759,16.8398427895733,16.8933510672479,17.0933307863725,16.5585652303636,0,
