Frame,Timestamp_ms,LeftHeel_Y,RightHeel_Y,LeftHeel_Distance,RightHeel_Distance
41,1353,0.7554101943969727,0.7045461535453796,5.418362709367139,5.848821488856829
42,1386,0.7554696798324585,0.7251061201095581,5.4178908426209125,5.668081852975304
43,1419,0.755212664604187,0.719910740852356,5.419930105409756,5.71285040285093
44,1452,0.7529886364936829,0.6258085370063782,5.437630497845755,6.641655690170931
45,1485,0.7530344724655151,0.658547043800354,5.437264721712341,6.290808426819864
46,1518,0.7531844973564148,0.6748921275138855,5.43606779589707,6.127391518737923
47,1551,0.7534812688827515,0.6911400556564331,5.43370140407846,5.972023246081977
48,1584,0.7522050142288208,0.7124696969985962,5.4438903004757,5.7780228556122974
49,1617,0.7500560879707336,0.7306321859359741,5.461118926786486,5.621111992270042
50,1650,0.7502744197845459,0.7526819705963135,5.459364304775499,5.440078791142347
51,1683,0.7516041994094849,0.7711001634597778,5.448698001694438,5.296251703003971
52,1716,0.7529191374778748,0.7829005122184753,5.438185186672757,5.207418653560035
53,1749,0.7529222369194031,0.802794337272644,5.438160447235551,5.06317864339252
54,1782,0.7549312710762024,0.81102055311203,5.422164276087475,5.005466806728122
55,1815,0.7553213834762573,0.8180438876152039,5.419067328415408,4.957052620634363
56,1848,0.7542881965637207,0.8159319162368774,5.427275891344732,4.971529230267886
57,1881,0.7529915571212769,0.8175637125968933,5.437607189679074,4.96033786204578
58,1914,0.7503688931465149,0.8177788853645325,5.458605364465787,4.958865255993696
59,1947,0.7449331283569336,0.8230490684509277,5.502563781745004,4.92302183501054
60,1980,0.7325558662414551,0.8264049291610718,5.604915581493296,4.900420920733646
61,2013,0.7272620797157288,0.8271956443786621,5.649678110573421,4.895120618593477
62,2046,0.7437713742256165,0.8262065052986145,5.5120361640911435,4.901752480172001
63,2079,0.7437200546264648,0.8254584074020386,5.51245523327159,4.906778112124838
64,2112,0.7405195236206055,0.8267367482185364,5.538696922450666,4.89819552464972
65,2145,0.7586605548858643,0.8264356851577759,5.3926801738087216,4.900214580564959
66,2178,0.7698903679847717,0.8253932595252991,5.305502344180552,4.907216171120642
67,2211,0.7761346697807312,0.8245706558227539,5.2580441362849735,4.9127529876291
68,2244,0.8098222017288208,0.8269842863082886,5.013805795919563,4.896536460064302
69,2277,0.8363182544708252,0.8308392763137817,4.834648791241048,4.870818707796847
70,2310,0.8593460917472839,0.8303278088569641,4.687358044360173,4.874217997324717
71,2343,0.8835787773132324,0.8293405175209045,4.5401491077329235,4.880790779672061
72,2376,0.8968981504440308,0.828981339931488,4.462421841868835,4.883185598676851
73,2409,0.9102787971496582,0.8283350467681885,4.386492463782449,4.887499656770047
74,2442,0.9161722660064697,0.8279061913490295,4.35371195047521,4.890365778873524
75,2475,0.9190898537635803,0.8278366923332214,4.33763030678428,4.890830515586062
76,2508,0.9225764274597168,0.8283289074897766,4.318538076268987,4.887540667140917
77,2541,0.9270760416984558,0.8282366394996643,4.294098473876992,4.8881570856995635
78,2574,0.9297565817832947,0.8257856369018555,4.279645095947292,4.9045787755186
